Aroon_Date,Aroon_Down,Aroon_Up
2022-05-27 00:00:00-03:00,88.0,0.0
2022-05-30 00:00:00-03:00,84.0,32.0
2022-05-31 00:00:00-03:00,80.0,28.000000000000004
2022-06-01 00:00:00-03:00,76.0,24.0
2022-06-02 00:00:00-03:00,96.0,20.0
2022-06-03 00:00:00-03:00,92.0,16.0
2022-06-06 00:00:00-03:00,88.0,12.0
2022-06-07 00:00:00-03:00,84.0,8.0
2022-06-08 00:00:00-03:00,80.0,4.0
2022-06-09 00:00:00-03:00,76.0,0.0
2022-06-10 00:00:00-03:00,72.0,0.0
2022-06-13 00:00:00-03:00,68.0,24.0
2022-06-14 00:00:00-03:00,96.0,20.0
2022-06-15 00:00:00-03:00,96.0,16.0
2022-06-17 00:00:00-03:00,92.0,12.0
2022-06-20 00:00:00-03:00,96.0,8.0
2022-06-21 00:00:00-03:00,96.0,4.0
2022-06-22 00:00:00-03:00,96.0,0.0
2022-06-23 00:00:00-03:00,96.0,0.0
2022-06-24 00:00:00-03:00,92.0,32.0
2022-06-27 00:00:00-03:00,88.0,28.000000000000004
2022-06-28 00:00:00-03:00,84.0,24.0
2022-06-29 00:00:00-03:00,80.0,20.0
2022-06-30 00:00:00-03:00,76.0,16.0
2022-07-01 00:00:00-03:00,96.0,12.0
2022-07-04 00:00:00-03:00,92.0,8.0
2022-07-05 00:00:00-03:00,88.0,4.0
2022-07-06 00:00:00-03:00,84.0,0.0
2022-07-07 00:00:00-03:00,80.0,8.0
2022-07-08 00:00:00-03:00,76.0,4.0
2022-07-11 00:00:00-03:00,72.0,0.0
2022-07-12 00:00:00-03:00,68.0,12.0
2022-07-13 00:00:00-03:00,64.0,8.0
2022-07-14 00:00:00-03:00,60.0,4.0
2022-07-15 00:00:00-03:00,96.0,0.0
2022-07-18 00:00:00-03:00,96.0,0.0
2022-07-19 00:00:00-03:00,92.0,0.0
2022-07-20 00:00:00-03:00,88.0,0.0
2022-07-21 00:00:00-03:00,84.0,0.0
2022-07-22 00:00:00-03:00,80.0,60.0
2022-07-25 00:00:00-03:00,76.0,56.00000000000001
2022-07-26 00:00:00-03:00,72.0,52.0
2022-07-27 00:00:00-03:00,96.0,48.0
2022-07-28 00:00:00-03:00,92.0,44.0
2022-07-29 00:00:00-03:00,88.0,40.0
2022-08-01 00:00:00-03:00,84.0,36.0
2022-08-02 00:00:00-03:00,80.0,32.0
2022-08-03 00:00:00-03:00,76.0,28.000000000000004
2022-08-04 00:00:00-03:00,72.0,24.0
2022-08-05 00:00:00-03:00,68.0,20.0
2022-08-08 00:00:00-03:00,64.0,16.0
2022-08-09 00:00:00-03:00,60.0,12.0
2022-08-10 00:00:00-03:00,56.00000000000001,8.0
2022-08-11 00:00:00-03:00,52.0,4.0
2022-08-12 00:00:00-03:00,48.0,96.0
2022-08-15 00:00:00-03:00,44.0,92.0
2022-08-16 00:00:00-03:00,40.0,88.0
2022-08-17 00:00:00-03:00,36.0,96.0
2022-08-18 00:00:00-03:00,32.0,96.0
2022-08-19 00:00:00-03:00,28.000000000000004,96.0
2022-08-22 00:00:00-03:00,24.0,92.0
2022-08-23 00:00:00-03:00,20.0,88.0
2022-08-24 00:00:00-03:00,16.0,84.0
2022-08-25 00:00:00-03:00,12.0,80.0
2022-08-26 00:00:00-03:00,8.0,76.0
2022-08-29 00:00:00-03:00,4.0,96.0
2022-08-30 00:00:00-03:00,0.0,96.0
2022-08-31 00:00:00-03:00,0.0,96.0
2022-09-01 00:00:00-03:00,12.0,96.0
2022-09-02 00:00:00-03:00,8.0,96.0
2022-09-05 00:00:00-03:00,4.0,96.0
2022-09-06 00:00:00-03:00,0.0,96.0
2022-09-08 00:00:00-03:00,0.0,96.0
2022-09-09 00:00:00-03:00,4.0,92.0
2022-09-12 00:00:00-03:00,0.0,88.0
2022-09-13 00:00:00-03:00,4.0,84.0
2022-09-14 00:00:00-03:00,0.0,80.0
2022-09-15 00:00:00-03:00,0.0,76.0
2022-09-16 00:00:00-03:00,0.0,72.0
2022-09-19 00:00:00-03:00,0.0,68.0
2022-09-20 00:00:00-03:00,0.0,64.0
2022-09-21 00:00:00-03:00,0.0,60.0
2022-09-22 00:00:00-03:00,12.0,56.00000000000001
2022-09-23 00:00:00-03:00,8.0,52.0
2022-09-26 00:00:00-03:00,4.0,48.0
2022-09-27 00:00:00-03:00,0.0,44.0
2022-09-28 00:00:00-03:00,0.0,40.0
2022-09-29 00:00:00-03:00,0.0,36.0
2022-09-30 00:00:00-03:00,96.0,32.0
2022-10-03 00:00:00-03:00,96.0,28.000000000000004
2022-10-04 00:00:00-03:00,92.0,24.0
2022-10-05 00:00:00-03:00,88.0,20.0
2022-10-06 00:00:00-03:00,84.0,16.0
2022-10-07 00:00:00-03:00,80.0,12.0
2022-10-10 00:00:00-03:00,76.0,8.0
2022-10-11 00:00:00-03:00,72.0,4.0
2022-10-13 00:00:00-03:00,68.0,0.0
2022-10-14 00:00:00-03:00,64.0,0.0
2022-10-17 00:00:00-03:00,60.0,4.0
2022-10-18 00:00:00-03:00,56.00000000000001,0.0
2022-10-19 00:00:00-03:00,52.0,0.0
2022-10-20 00:00:00-03:00,48.0,16.0
2022-10-21 00:00:00-03:00,44.0,12.0
2022-10-24 00:00:00-03:00,40.0,8.0
2022-10-25 00:00:00-03:00,36.0,4.0
2022-10-26 00:00:00-03:00,32.0,0.0
2022-10-27 00:00:00-03:00,28.000000000000004,0.0
2022-10-28 00:00:00-03:00,24.0,0.0
2022-10-31 00:00:00-03:00,20.0,0.0
2022-11-01 00:00:00-03:00,16.0,96.0
2022-11-03 00:00:00-03:00,12.0,96.0
2022-11-04 00:00:00-03:00,8.0,92.0
2022-11-07 00:00:00-03:00,4.0,88.0
2022-11-08 00:00:00-03:00,0.0,84.0
2022-11-09 00:00:00-03:00,20.0,80.0
2022-11-10 00:00:00-03:00,16.0,76.0
2022-11-11 00:00:00-03:00,96.0,72.0
2022-11-14 00:00:00-03:00,92.0,68.0
2022-11-16 00:00:00-03:00,88.0,64.0
2022-11-17 00:00:00-03:00,84.0,60.0
2022-11-18 00:00:00-03:00,96.0,56.00000000000001
2022-11-21 00:00:00-03:00,92.0,52.0
2022-11-22 00:00:00-03:00,96.0,48.0
2022-11-23 00:00:00-03:00,92.0,44.0
2022-11-24 00:00:00-03:00,96.0,40.0
2022-11-25 00:00:00-03:00,92.0,36.0
2022-11-28 00:00:00-03:00,88.0,32.0
2022-11-29 00:00:00-03:00,84.0,28.000000000000004
2022-11-30 00:00:00-03:00,80.0,24.0
2022-12-01 00:00:00-03:00,76.0,20.0
2022-12-02 00:00:00-03:00,72.0,16.0
2022-12-05 00:00:00-03:00,68.0,12.0
2022-12-06 00:00:00-03:00,64.0,8.0
2022-12-07 00:00:00-03:00,60.0,4.0
2022-12-08 00:00:00-03:00,56.00000000000001,0.0
2022-12-09 00:00:00-03:00,52.0,0.0
2022-12-12 00:00:00-03:00,48.0,0.0
2022-12-13 00:00:00-03:00,96.0,20.0
2022-12-14 00:00:00-03:00,96.0,16.0
2022-12-15 00:00:00-03:00,96.0,12.0
2022-12-16 00:00:00-03:00,92.0,8.0
2022-12-19 00:00:00-03:00,96.0,4.0
2022-12-20 00:00:00-03:00,92.0,0.0
2022-12-21 00:00:00-03:00,88.0,0.0
